term,estimate,std.error,statistic,p.value,conf.low,conf.high,outcome,placebo_date
D_pb,-2.24454541664674,0.151857697128603,-14.7805837905333,0.0430058169922122,-4.17408040712679,-0.315010426166702,hicp_yoy,2007-01-01
D_pb,-2.84673202614381,0.285505182743435,-9.97085936860904,0.063635244578729,-6.47441933132086,0.78095527903324,unemp_rate,2007-01-01
D_pb,-0.413677372387581,0.221548234241736,-1.86721132670463,0.313018142277193,-3.22871459560107,2.40135985082591,hicp_yoy,2011-01-01
D_pb,-1.65732600732601,0.21970270474835,-7.54349387379792,0.0839040148851755,-4.44891355494988,1.13426154029786,unemp_rate,2011-01-01
