outcome,bin,tau,beta,se,p,n,r2,ar2
exports_world_meur,binpre12_7,-10,254.496190476189,331.602721739602,0.442800242039507,31,0.89808992838343,0.872612410479287
exports_world_meur,bint0,0,207.863333333334,252.523120779351,0.410425115521484,31,0.89808992838343,0.872612410479287
exports_world_meur,binpost1_6,3,936.560000000002,596.170619996209,0.116192017115466,31,0.89808992838343,0.872612410479287
exports_world_meur,binpost7_12,9,1347.34714285715,748.778415991098,0.0719564299949095,31,0.89808992838343,0.872612410479287
exports_world_meur,binpost13_18,15,64.7009523809558,1118.83160164256,0.953884809909793,31,0.89808992838343,0.872612410479287
hicp,binpre12_7,-10,1.83813333333335,1.0331027093523,0.0752011101245012,31,0.836798352840559,0.795997941050698
hicp,bint0,0,1.0922,0.498581607774298,0.02847971540389,31,0.836798352840559,0.795997941050698
hicp,binpost1_6,3,1.72773333333331,0.989957512787489,0.0809396064420328,31,0.836798352840559,0.795997941050698
hicp,binpost7_12,9,-0.222066666666709,1.71658279930363,0.897068410900669,31,0.836798352840559,0.795997941050698
hicp,binpost13_18,15,-0.958533333333392,2.41698073488232,0.691675032694485,31,0.836798352840559,0.795997941050698
hicp_yoy,binpre12_7,-10,0.517252595563088,0.584559888911318,0.376233129305667,31,0.751858686297331,0.689823357871664
hicp_yoy,bint0,0,1.33514984724438,0.423854134699239,0.00163258170692682,31,0.751858686297331,0.689823357871664
hicp_yoy,binpost1_6,3,2.92172642390492,0.972608010644912,0.00266444555823509,31,0.751858686297331,0.689823357871664
hicp_yoy,binpost7_12,9,2.05984407601027,1.37635148436979,0.134498042721368,31,0.751858686297331,0.689823357871664
hicp_yoy,binpost13_18,15,-0.436883274669097,1.87708223149766,0.815958691107869,31,0.751858686297331,0.689823357871664
imports_world_meur,binpre12_7,-10,-593.826285714294,408.623694428134,0.146158496364758,31,0.84776054950922,0.809700686886525
imports_world_meur,bint0,0,740.998666666669,267.258391062714,0.00556116758977016,31,0.84776054950922,0.809700686886525
imports_world_meur,binpost1_6,3,1854.93066666668,645.687357546256,0.0040685153875905,31,0.84776054950922,0.809700686886525
imports_world_meur,binpost7_12,9,1981.87361904764,899.079754713607,0.0275007425893174,31,0.84776054950922,0.809700686886525
imports_world_meur,binpost13_18,15,1258.99990476193,1349.21932561675,0.35075175107642,31,0.84776054950922,0.809700686886525
log_exp,binpre12_7,-10,-0.00987673650093764,0.0278270840984243,0.722640160775494,31,0.408098810738318,0.260123513422898
log_exp,bint0,0,-0.0138887165419893,0.0166963065991328,0.405497204752575,31,0.408098810738318,0.260123513422898
log_exp,binpost1_6,3,0.0353532795996077,0.0267968668460387,0.187066678252185,31,0.408098810738318,0.260123513422898
log_exp,binpost7_12,9,0.0730108740763918,0.0408165167208986,0.0736537847787726,31,0.408098810738318,0.260123513422898
log_exp,binpost13_18,15,0.0297952812666558,0.0590460836934535,0.613832344907787,31,0.408098810738318,0.260123513422898
log_imp,binpre12_7,-10,-0.0444297206696552,0.0292583842102833,0.128880958867238,31,0.326100380325287,0.157625475406609
log_imp,bint0,0,-0.00182481765678542,0.0206505192199614,0.929585249601273,31,0.326100380325287,0.157625475406609
log_imp,binpost1_6,3,0.0666109559015632,0.0329192454467343,0.0430251818957396,31,0.326100380325287,0.157625475406609
log_imp,binpost7_12,9,0.0931312546827993,0.0482805210901936,0.0537356720421291,31,0.326100380325287,0.157625475406609
log_imp,binpost13_18,15,0.102614411416625,0.0703073881756287,0.144424495755892,31,0.326100380325287,0.157625475406609
unemp_rate,binpre12_7,-10,0.224000000000001,0.262302737393226,0.393118799590372,31,0.727214841412328,0.65901855176541
unemp_rate,bint0,0,0.219333333333332,0.0923070216065896,0.0174953747436203,31,0.727214841412328,0.65901855176541
unemp_rate,binpost1_6,3,0.288666666666666,0.179340658533833,0.107485278038016,31,0.727214841412328,0.65901855176541
unemp_rate,binpost7_12,9,0.447999999999999,0.345686767779761,0.194985502235371,31,0.727214841412328,0.65901855176541
unemp_rate,binpost13_18,15,0.790666666666665,0.496120174365238,0.111003269185923,31,0.727214841412328,0.65901855176541
