outcome,n,r2,ar2
hicp_yoy,31,0.770033470057976,0.686409277351786
unemp_rate,31,0.80334887094164,0.731839369465872
hicp,31,0.838358260227141,0.779579445764283
imports_world_meur,31,0.897012629738311,0.859562676915878
exports_world_meur,31,0.93773172591207,0.915088717152822
log_imp,31,0.494813973877193,0.311109964377991
log_exp,31,0.536142459930462,0.367466990814267
