outcome,label,beta,se,p,sort_idx,r2,ar2,bp_p
hicp_yoy,Pre_Tail,-0.27945913128491,0.342319413520739,0.414288830631483,-999,0.322952636854719,0.20778478642279,0.651832859488929
hicp_yoy,-12,0.189075059441866,0.0428739460977699,1.03359962897193e-05,-12,0.322952636854719,0.20778478642279,0.651832859488929
hicp_yoy,-11,-0.237039555755334,0.0389763146344079,1.18966252690852e-09,-11,0.322952636854719,0.20778478642279,0.651832859488929
hicp_yoy,-10,0.342356988964339,0.035078683171198,1.67670920748371e-22,-10,0.322952636854719,0.20778478642279,0.651832859488929
hicp_yoy,-9,-0.364474580804872,0.031181051711782,1.45124943300435e-31,-9,0.322952636854719,0.20778478642279,0.651832859488929
hicp_yoy,-8,-1.05534810714943,0.0272834202452193,0,-8,0.322952636854719,0.20778478642279,0.651832859488929
hicp_yoy,-7,-1.29137553456933,0.0233857887776626,0,-7,0.322952636854719,0.20778478642279,0.651832859488929
hicp_yoy,-6,-1.22501714719061,0.0194881573146027,0,-6,0.322952636854719,0.20778478642279,0.651832859488929
hicp_yoy,-5,-1.06150445148105,0.0155905258517447,0,-5,0.322952636854719,0.20778478642279,0.651832859488929
hicp_yoy,-4,-0.646570093371542,0.0116928943893721,0,-4,0.322952636854719,0.20778478642279,0.651832859488929
hicp_yoy,-3,-1.06774220405839,0.00779526291393771,0,-3,0.322952636854719,0.20778478642279,0.651832859488929
hicp_yoy,-2,-0.759635804175293,0.00389763144446245,0,-2,0.322952636854719,0.20778478642279,0.651832859488929
hicp_yoy,-1,0,0,1,-1,0.322952636854719,0.20778478642279,0.651832859488929
hicp_yoy,0,0.615612691931868,0.00389763146008766,0,0,0.322952636854719,0.20778478642279,0.651832859488929
hicp_yoy,1,1.26097999301156,0.00779526291508112,0,1,0.322952636854719,0.20778478642279,0.651832859488929
hicp_yoy,2,1.27358890888133,0.0116928943854643,0,2,0.322952636854719,0.20778478642279,0.651832859488929
hicp_yoy,3,2.3631131454161,0.0155905258525859,0,3,0.322952636854719,0.20778478642279,0.651832859488929
hicp_yoy,4,2.86283218678295,0.0194881573183794,0,4,0.322952636854719,0.20778478642279,0.651832859488929
hicp_yoy,5,3.31084632549469,0.0233857887786409,0,5,0.322952636854719,0.20778478642279,0.651832859488929
hicp_yoy,6,2.5850218203696,0.0272834202440685,0,6,0.322952636854719,0.20778478642279,0.651832859488929
hicp_yoy,7,3.10904774228773,0.0311810517090281,0,7,0.322952636854719,0.20778478642279,0.651832859488929
hicp_yoy,8,-0.0763016608950095,0.0350786831737514,0.0296183155733535,8,0.322952636854719,0.20778478642279,0.651832859488929
hicp_yoy,9,0.967481605588632,0.0389763146382702,5.15126191240532e-136,9,0.322952636854719,0.20778478642279,0.651832859488929
hicp_yoy,10,0.586879710477737,0.0428739461000071,1.18950753979176e-42,10,0.322952636854719,0.20778478642279,0.651832859488929
hicp_yoy,11,2.82497606800221,0.0467715775620775,0,11,0.322952636854719,0.20778478642279,0.651832859488929
hicp_yoy,12,1.83285643010154,0.0506692090288726,1.61951251234281e-286,12,0.322952636854719,0.20778478642279,0.651832859488929
hicp_yoy,13,0.456093303047404,0.0545668404910938,6.35565698724923e-17,13,0.322952636854719,0.20778478642279,0.651832859488929
hicp_yoy,14,-0.943160426596203,0.0584644719554463,1.51530616582929e-58,14,0.322952636854719,0.20778478642279,0.651832859488929
hicp_yoy,15,-1.03737375233732,0.0623621034197263,3.90825925669615e-62,15,0.322952636854719,0.20778478642279,0.651832859488929
hicp_yoy,16,-1.36293321299895,0.0662597348822436,5.14365606629826e-94,16,0.322952636854719,0.20778478642279,0.651832859488929
hicp_yoy,17,-1.34588790878526,0.0701573663464933,5.05056767878249e-82,17,0.322952636854719,0.20778478642279,0.651832859488929
hicp_yoy,18,-0.742310607868574,0.0740549978122368,1.19836825717695e-23,18,0.322952636854719,0.20778478642279,0.651832859488929
hicp_yoy,Post_Tail,-0.443150590358809,0.285130865046959,0.120136550343739,999,0.322952636854719,0.20778478642279,0.651832859488929
unemp_rate,Pre_Tail,0.0355322960136429,0.309845902131471,0.90870089556435,-999,0.628208767905964,0.568649978298667,1.99448163047994e-05
unemp_rate,-12,0.40667202941846,0.0366076884078428,1.13519076222914e-28,-12,0.628208767905964,0.568649978298667,1.99448163047994e-05
unemp_rate,-11,0.487883663107684,0.0332797167333811,1.16117884513155e-48,-11,0.628208767905964,0.568649978298667,1.99448163047994e-05
unemp_rate,-10,0.569095296796912,0.0299517450587953,1.6923247354591e-80,-10,0.628208767905964,0.568649978298667,1.99448163047994e-05
unemp_rate,-9,0.450306930486135,0.0266237733840352,3.56504590798736e-64,-9,0.628208767905964,0.568649978298667,1.99448163047994e-05
unemp_rate,-8,0.0315185641753618,0.0232958017090445,0.176064620306267,-8,0.628208767905964,0.568649978298667,1.99448163047994e-05
unemp_rate,-7,0.0127301978645882,0.0199678300336942,0.523776179995806,-7,0.628208767905964,0.568649978298667,1.99448163047994e-05
unemp_rate,-6,0.293941831553812,0.0166398583577589,7.81180999840973e-70,-6,0.628208767905964,0.568649978298667,1.99448163047994e-05
unemp_rate,-5,0.0751534652430394,0.0133118866808137,1.64614941989199e-08,-5,0.628208767905964,0.568649978298667,1.99448163047994e-05
unemp_rate,-4,0.0563650989322668,0.00998391500184974,1.6461493725009e-08,-4,0.628208767905964,0.568649978298667,1.99448163047994e-05
unemp_rate,-3,-0.162423267378512,0.00665594331783835,1.59932252457553e-131,-3,0.628208767905964,0.568649978298667,1.99448163047994e-05
unemp_rate,-2,-0.181211633689286,0.0033279716136252,0,-2,0.628208767905964,0.568649978298667,1.99448163047994e-05
unemp_rate,-1,0,0,1,-1,0.628208767905964,0.568649978298667,1.99448163047994e-05
unemp_rate,0,0.181211633689164,0.00332797161300916,0,0,0.628208767905964,0.568649978298667,1.99448163047994e-05
unemp_rate,1,-0.0375767326216117,0.00665594331722123,1.64614923157259e-08,1,0.628208767905964,0.568649978298667,1.99448163047994e-05
unemp_rate,2,0.243634901067611,0.00998391500123211,1.59932486378332e-131,2,0.628208767905964,0.568649978298667,1.99448163047994e-05
unemp_rate,3,0.224846534756834,0.0133118866802008,5.27112079651548e-64,3,0.628208767905964,0.568649978298667,1.99448163047994e-05
unemp_rate,4,0.206058168446058,0.0166398583571396,3.21396219895472e-35,4,0.628208767905964,0.568649978298667,1.99448163047994e-05
unemp_rate,5,0.187269802135284,0.0199678300330743,6.6870008828604e-21,5,0.628208767905964,0.568649978298667,1.99448163047994e-05
unemp_rate,6,0.368481435824506,0.0232958017084266,2.35651339366891e-56,6,0.628208767905964,0.568649978298667,1.99448163047994e-05
unemp_rate,7,0.249693069513733,0.0266237733834263,6.68700101669883e-21,7,0.628208767905964,0.568649978298667,1.99448163047994e-05
unemp_rate,8,-0.0690952967970419,0.0299517450619791,0.0210611102257621,8,0.628208767905964,0.568649978298667,1.99448163047994e-05
unemp_rate,9,0.71211633689218,0.0332797167327718,1.39736929293573e-101,9,0.628208767905964,0.568649978298667,1.99448163047994e-05
unemp_rate,10,0.0933279705814073,0.0366076884072326,0.0107905665600645,10,0.628208767905964,0.568649978298667,1.99448163047994e-05
