outcome,n,r2,ar2
hicp_yoy,31,0.770762572780531,0.687403508337088
unemp_rate,31,0.860736692612044,0.810095489925514
hicp,31,0.905691458895068,0.871397443947821
imports_world_meur,31,0.810091426394649,0.74103376326543
exports_world_meur,31,0.857174312216315,0.805237698476794
log_imp,31,0.329355559717149,0.0854848541597491
log_exp,31,0.401872195822065,0.184371176120997
