outcome,label,beta,se,p,sort_idx,r2,ar2,bp_p
hicp_yoy,Pre_Tail,-0.159886296686026,0.533496148576169,0.764409571979873,-999,0.437019421506125,0.361017043409452,0.352519401779795
hicp_yoy,-12,5.06929564388001,0.0437330747984913,0,-12,0.437019421506125,0.361017043409452,0.352519401779795
hicp_yoy,-11,4.71307991665865,0.0397573407240441,0,-11,0.437019421506125,0.361017043409452,0.352519401779795
hicp_yoy,-10,3.83898427701737,0.0357816066517312,0,-10,0.437019421506125,0.361017043409452,0.352519401779795
hicp_yoy,-9,3.51591451908168,0.0318058725754311,0,-9,0.437019421506125,0.361017043409452,0.352519401779795
hicp_yoy,-8,3.11033218034372,0.0278301385010717,0,-8,0.437019421506125,0.361017043409452,0.352519401779795
hicp_yoy,-7,2.65950989401115,0.0238544044298574,0,-7,0.437019421506125,0.361017043409452,0.352519401779795
hicp_yoy,-6,2.63073820807288,0.0198786703522272,0,-6,0.437019421506125,0.361017043409452,0.352519401779795
hicp_yoy,-5,2.11026850815619,0.0159029362776651,0,-5,0.437019421506125,0.361017043409452,0.352519401779795
hicp_yoy,-4,2.00942712430382,0.0119272021973524,0,-4,0.437019421506125,0.361017043409452,0.352519401779795
hicp_yoy,-3,1.86036188021676,0.00795146811336352,0,-3,0.437019421506125,0.361017043409452,0.352519401779795
hicp_yoy,-2,0.479150531684914,0.00397573399323831,0,-2,0.437019421506125,0.361017043409452,0.352519401779795
hicp_yoy,-1,0,0,1,-1,0.437019421506125,0.361017043409452,0.352519401779795
hicp_yoy,0,-1.04793970682847,0.00397573400041647,0,0,0.437019421506125,0.361017043409452,0.352519401779795
hicp_yoy,1,-0.851208610400229,0.00795146812052742,0,1,0.437019421506125,0.361017043409452,0.352519401779795
hicp_yoy,2,0.158034174828673,0.0119272021949899,4.51835938182666e-40,2,0.437019421506125,0.361017043409452,0.352519401779795
hicp_yoy,3,0.00423522634055051,0.0159029362812635,0.789994885066651,3,0.437019421506125,0.361017043409452,0.352519401779795
hicp_yoy,4,0.083730935701995,0.0198786703493731,2.53008142224656e-05,4,0.437019421506125,0.361017043409452,0.352519401779795
hicp_yoy,5,0.19616650160726,0.0238544044286817,1.9766212408978e-16,5,0.437019421506125,0.361017043409452,0.352519401779795
hicp_yoy,6,-0.582058252730943,0.0278301385000627,3.93716252440218e-97,6,0.437019421506125,0.361017043409452,0.352519401779795
hicp_yoy,7,-0.34253026300834,0.0318058725781365,4.80103568819816e-27,7,0.437019421506125,0.361017043409452,0.352519401779795
hicp_yoy,8,-0.252288643545862,0.0357816066526973,1.77903061691079e-12,8,0.437019421506125,0.361017043409452,0.352519401779795
hicp_yoy,9,-0.307789266490353,0.0397573407269679,9.809891741374e-15,9,0.437019421506125,0.361017043409452,0.352519401779795
hicp_yoy,10,0.171614761881956,0.0437330747984271,8.70396658204242e-05,10,0.437019421506125,0.361017043409452,0.352519401779795
hicp_yoy,11,0.589968504886542,0.047708808871347,3.99068842590418e-35,11,0.437019421506125,0.361017043409452,0.352519401779795
hicp_yoy,12,0.472313831222241,0.0516845429464731,6.33853299032253e-20,12,0.437019421506125,0.361017043409452,0.352519401779795
hicp_yoy,Post_Tail,-0.573148385072107,0.386949121629331,0.13855373639381,999,0.437019421506125,0.361017043409452,0.352519401779795
unemp_rate,Pre_Tail,-2.26970068206985,0.435625703353094,1.88628670777534e-07,-999,0.821120824859175,0.798339043119542,6.98107657367121e-12
unemp_rate,-12,-1.16074058693244,0.0214374571578456,0,-12,0.821120824859175,0.798339043119542,6.98107657367121e-12
unemp_rate,-11,-1.19158235175673,0.0194885974166163,0,-11,0.821120824859175,0.798339043119542,6.98107657367121e-12
unemp_rate,-10,-1.12242411658108,0.0175397376768259,0,-10,0.821120824859175,0.798339043119542,6.98107657367121e-12
unemp_rate,-9,-1.3532658814054,0.0155908779361132,0,-9,0.821120824859175,0.798339043119542,6.98107657367121e-12
unemp_rate,-8,-1.58410764622976,0.0136420181951247,0,-8,0.821120824859175,0.798339043119542,6.98107657367121e-12
unemp_rate,-7,-0.814949411054039,0.0116931584506525,0,-7,0.821120824859175,0.798339043119542,6.98107657367121e-12
unemp_rate,-6,-0.645791175878357,0.0097442987137749,0,-6,0.821120824859175,0.798339043119542,6.98107657367121e-12
unemp_rate,-5,-0.47663294070271,0.00779543897374876,0,-5,0.821120824859175,0.798339043119542,6.98107657367121e-12
unemp_rate,-4,-0.0074747055270158,0.00584657923230079,0.201081985547682,-4,0.821120824859175,0.798339043119542,6.98107657367121e-12
unemp_rate,-3,-0.138316470351292,0.00389771949824367,7.93653385790837e-276,-3,0.821120824859175,0.798339043119542,6.98107657367121e-12
unemp_rate,-2,-0.169158235175637,0.00194885977914413,0,-2,0.821120824859175,0.798339043119542,6.98107657367121e-12
unemp_rate,-1,0,0,1,-1,0.821120824859175,0.798339043119542,6.98107657367121e-12
unemp_rate,0,-0.33084176482426,0.00194885974993887,0,0,0.821120824859175,0.798339043119542,6.98107657367121e-12
unemp_rate,1,-0.461683529648606,0.00389771949820771,0,1,0.821120824859175,0.798339043119542,6.98107657367121e-12
unemp_rate,2,-0.69252529447294,0.00584657923713173,0,2,0.821120824859175,0.798339043119542,6.98107657367121e-12
unemp_rate,3,-0.723367059297243,0.00779543897553819,0,3,0.821120824859175,0.798339043119542,6.98107657367121e-12
unemp_rate,4,-0.854208824121611,0.00974429871082794,0,4,0.821120824859175,0.798339043119542,6.98107657367121e-12
unemp_rate,5,-1.38505058894589,0.0116931584542737,0,5,0.821120824859175,0.798339043119542,6.98107657367121e-12
