outcome,bin,tau,beta,se,p,n,r2,ar2
exports_world_meur,binpre12_7,-10,-270.835257663135,45.6395744808379,2.95246431835749e-09,240,0.950425978459467,0.948709129228626
exports_world_meur,bint0,0,-217.973877474281,46.1354169215172,2.30507593945958e-06,240,0.950425978459467,0.948709129228626
exports_world_meur,binpost1_6,3,253.502245051436,64.5654930897206,8.62694978167597e-05,240,0.950425978459467,0.948709129228626
exports_world_meur,binpost7_12,9,-365.079163952095,197.927428185559,0.0651088179052701,240,0.950425978459467,0.948709129228626
exports_world_meur,binpost13_18,15,-1352.77723962229,264.238874828719,3.06307922795854e-07,240,0.950425978459467,0.948709129228626
exports_world_meur,binPre_Tail,,-690.687794892393,156.57378837072,1.02770504696148e-05,240,0.950425978459467,0.948709129228626
exports_world_meur,binPost_Tail,,835.548566358056,296.290895576447,0.00480194871769723,240,0.950425978459467,0.948709129228626
hicp,binpre12_7,-10,0.0191616758761092,0.173221004109483,0.911917831775744,240,0.743576840985952,0.734696385262522
hicp,bint0,0,-0.493816533149942,0.0241271866708272,4.21983528689579e-93,240,0.743576840985952,0.734696385262522
hicp,binpost1_6,3,-0.344299732966559,0.0749507420087651,4.35496797635497e-06,240,0.743576840985952,0.734696385262522
hicp,binpost7_12,9,0.231538591157335,0.182499270066823,0.204544627478781,240,0.743576840985952,0.734696385262522
hicp,binpost13_18,15,1.2790435819479,0.245467733179411,1.88191990633862e-07,240,0.743576840985952,0.734696385262522
hicp,binPre_Tail,,-0.754767731535818,0.408952140125165,0.0649482948577958,240,0.743576840985952,0.734696385262522
hicp,binPost_Tail,,4.19068088715611,0.840526248612508,6.17116026351958e-07,240,0.743576840985952,0.734696385262522
hicp_yoy,binpre12_7,-10,-0.353080081172742,0.19793097932702,0.0744473002991549,228,0.232809564555583,0.204784343169485
hicp_yoy,bint0,0,0.0898657826012486,0.100948341645763,0.373350161240484,228,0.232809564555583,0.204784343169485
hicp_yoy,binpost1_6,3,-0.0699236960843051,0.111045983373001,0.52890243074292,228,0.232809564555583,0.204784343169485
hicp_yoy,binpost7_12,9,0.49431839875536,0.254845272405107,0.0524185340306742,228,0.232809564555583,0.204784343169485
hicp_yoy,binpost13_18,15,1.69297846042368,0.225473062608186,5.97803923845482e-14,228,0.232809564555583,0.204784343169485
hicp_yoy,binPre_Tail,,1.21908836032169,0.2899929534419,2.62406941129475e-05,228,0.232809564555583,0.204784343169485
hicp_yoy,binPost_Tail,,1.26483400239235,0.458176419250203,0.0057698306995011,228,0.232809564555583,0.204784343169485
imports_world_meur,binpre12_7,-10,-25.2628911195299,81.4131486624514,0.756329178461599,240,0.928345481530904,0.925863939765741
imports_world_meur,bint0,0,-183.464702402497,75.5401468139086,0.0151528725279176,240,0.928345481530904,0.925863939765741
imports_world_meur,binpost1_6,3,-173.529404804992,81.7537721057437,0.0337885666451147,240,0.928345481530904,0.925863939765741
imports_world_meur,binpost7_12,9,-282.399847018796,153.877205059371,0.0664718257696089,240,0.928345481530904,0.925863939765741
imports_world_meur,binpost13_18,15,-955.903622565935,92.8803764385867,7.67510335810865e-25,240,0.928345481530904,0.925863939765741
imports_world_meur,binPre_Tail,,-777.530849761519,165.229794705794,2.52928750539947e-06,240,0.928345481530904,0.925863939765741
imports_world_meur,binPost_Tail,,1290.72292426051,352.819747824573,0.0002538869029309,240,0.928345481530904,0.925863939765741
log_exp,binpre12_7,-10,-0.0214161850919135,0.00476847391972428,7.08219584356691e-06,240,0.277042062683584,0.252004558360938
log_exp,bint0,0,-0.0147932711333733,0.00477874821928261,0.00196390440207615,240,0.277042062683584,0.252004558360938
log_exp,binpost1_6,3,0.0568906231015446,0.00669413047253548,1.91919082341096e-17,240,0.277042062683584,0.252004558360938
log_exp,binpost7_12,9,0.0268175006109231,0.00785925189379613,0.000644359626939469,240,0.277042062683584,0.252004558360938
log_exp,binpost13_18,15,0.0502182071054733,0.0422391040872792,0.234477750609408,240,0.277042062683584,0.252004558360938
log_exp,binPre_Tail,,-0.0991681974303993,0.0274304199320843,0.000300042219214065,240,0.277042062683584,0.252004558360938
