outcome,n,r2,ar2
hicp_yoy,31,0.751877106655883,0.676361443464194
unemp_rate,31,0.743152669575349,0.664981742924368
hicp,31,0.836877923370111,0.787232073961014
imports_world_meur,31,0.865275281550231,0.824272106369867
exports_world_meur,31,0.911972798440172,0.88518191100892
log_imp,31,0.49456301054283,0.340734361577604
log_exp,31,0.532974427215906,0.390836209412051
