outcome,n,r2,ar2
hicp_yoy,31,0.947583528201425,0.925119326002035
unemp_rate,31,0.91705747540735,0.881510679153357
hicp,31,0.783121915746087,0.690174165351552
imports_world_meur,31,0.932512917106175,0.90358988158025
exports_world_meur,31,0.898297221413087,0.85471031630441
log_imp,31,0.55873218593398,0.369617408477115
log_exp,31,0.388326576143086,0.126180823061552
