outcome,n,r2,ar2
hicp_yoy,31,0.766266965062274,0.69513082399427
unemp_rate,31,0.656598902742218,0.552085525315937
hicp,31,0.891588093614659,0.858593165584338
imports_world_meur,31,0.844530548516556,0.797213758934639
exports_world_meur,31,0.776820338387033,0.708896093548304
log_imp,31,0.441312237394424,0.271276831384031
log_exp,31,0.45694475251955,0.291667068503761
