outcome,n,r2,ar2
hicp_yoy,31,0.938065751347306,0.91554420638269
unemp_rate,31,0.635634631962097,0.503138134493768
hicp,31,0.878477446939011,0.834287427644106
imports_world_meur,31,0.57036763633719,0.414137685914351
exports_world_meur,31,0.844709707579562,0.788240510335766
log_imp,31,0.695964460238127,0.5854060821429
log_exp,31,0.695247874224517,0.584428919397069
