outcome,bin,tau,beta,se,p,n,r2,ar2
exports_world_meur,binpre12_7,-10,540.714306244547,227.108800074937,0.0172722648706703,240,0.952804223803308,0.950743272877689
exports_world_meur,bint0,0,-938.723517041515,186.981961421955,5.15650265718892e-07,240,0.952804223803308,0.950743272877689
exports_world_meur,binpost1_6,3,-908.918227324423,151.556287894865,2.00709156821221e-09,240,0.952804223803308,0.950743272877689
exports_world_meur,binpost7_12,9,-974.906210184037,197.647762204661,8.11656424886836e-07,240,0.952804223803308,0.950743272877689
exports_world_meur,binpost13_18,15,-846.965596123131,218.735417307548,0.000107901284624351,240,0.952804223803308,0.950743272877689
exports_world_meur,binPre_Tail,,557.402689948986,267.797558796922,0.0373942860648354,240,0.952804223803308,0.950743272877689
exports_world_meur,binPost_Tail,,-1072.71230572275,330.95236495071,0.00118990427649126,240,0.952804223803308,0.950743272877689
hicp,binpre12_7,-10,1.57574376871243,0.575906359991072,0.00621700373245345,240,0.714444152857047,0.701974465208883
hicp,bint0,0,-0.546397174921674,0.498981829766619,0.273506038098295,240,0.714444152857047,0.701974465208883
hicp,binpost1_6,3,0.138658634829586,0.461654885571174,0.763909223524663,240,0.714444152857047,0.701974465208883
hicp,binpost7_12,9,-0.384639110048639,0.534531108660383,0.471782229926589,240,0.714444152857047,0.701974465208883
hicp,binpost13_18,15,0.206222071998258,0.521408470866608,0.692466815184526,240,0.714444152857047,0.701974465208883
hicp,binPre_Tail,,1.37609806546727,0.89240183424569,0.123069662368639,240,0.714444152857047,0.701974465208883
hicp,binPost_Tail,,-3.15900121153851,0.796311068886262,7.27694994003728e-05,240,0.714444152857047,0.701974465208883
hicp_yoy,binpre12_7,-10,2.2847076410953,0.770128788744865,0.00301057018669875,228,0.425335652760649,0.398853424777268
hicp_yoy,bint0,0,-2.51874210336268,0.468177452052508,7.45323283880529e-08,228,0.425335652760649,0.398853424777268
hicp_yoy,binpost1_6,3,-1.64291064926211,0.451403396656273,0.000273102177748101,228,0.425335652760649,0.398853424777268
hicp_yoy,binpost7_12,9,-1.45261059004518,0.531354102512348,0.00626099409369816,228,0.425335652760649,0.398853424777268
hicp_yoy,binpost13_18,15,-1.21181823846215,0.509771214028648,0.0174455444388838,228,0.425335652760649,0.398853424777268
hicp_yoy,binPre_Tail,,-1.63332730966144,0.760854116348793,0.0318169866096823,228,0.425335652760649,0.398853424777268
hicp_yoy,binPost_Tail,,-2.23548521795908,0.665440534761358,0.000781100949970707,228,0.425335652760649,0.398853424777268
imports_world_meur,binpre12_7,-10,593.483896648842,189.428108849007,0.00173011917117426,240,0.918477249538317,0.914917304103309
imports_world_meur,bint0,0,-1167.4857450682,141.005397573099,1.23461307356527e-16,240,0.918477249538317,0.914917304103309
imports_world_meur,binpost1_6,3,-951.932072652081,82.0817302840018,4.24944637423447e-31,240,0.918477249538317,0.914917304103309
imports_world_meur,binpost7_12,9,-831.359714006506,160.959366765791,2.40402311683514e-07,240,0.918477249538317,0.914917304103309
imports_world_meur,binpost13_18,15,-575.894160555161,176.437243463467,0.00109844577759531,240,0.918477249538317,0.914917304103309
imports_world_meur,binPre_Tail,,827.291941837894,257.226147429586,0.00129898145895017,240,0.918477249538317,0.914917304103309
imports_world_meur,binPost_Tail,,-1072.39895076942,337.10432843024,0.00146662341881924,240,0.918477249538317,0.914917304103309
log_exp,binpre12_7,-10,0.0293157689798758,0.0096785903251995,0.00245421844451738,240,0.709930101596573,0.69726329380603
log_exp,bint0,0,-0.0392485553674747,0.00763208268737384,2.70998628018815e-07,240,0.709930101596573,0.69726329380603
