term,estimate,std.error,statistic,p.value,conf.low,conf.high,outcome
D_cz,0.393705165507055,0.304722738883317,1.29201111459493,0.419326785062654,-3.47816434251227,4.26557467352638,hicp_yoy
D_cz,1.77888888888889,0.263661422132962,6.7468682922897,0.093675826444843,-1.5712471217635,5.12902489954128,unemp_rate
