outcome,label,beta,se,p,sort_idx,r2,ar2,bp_p
hicp_yoy,Pre_Tail,0.0400171401083251,0.363893659664809,0.912433702474523,-999,0.199280079796735,0.0911828905692942,0.479568891987987
hicp_yoy,-12,-0.714221614439622,0.0509069052514391,1.02215718322445e-44,-12,0.199280079796735,0.0911828905692942,0.479568891987987
hicp_yoy,-11,-0.536102083982468,0.0462790047740052,4.95967023535323e-31,-11,0.199280079796735,0.0911828905692942,0.479568891987987
hicp_yoy,-10,-0.720575700462986,0.0416511042952471,4.68121198362484e-67,-10,0.199280079796735,0.0911828905692942,0.479568891987987
hicp_yoy,-9,-0.893926723331127,0.0370232038193346,8.41848067831344e-129,-9,0.199280079796735,0.0911828905692942,0.479568891987987
hicp_yoy,-8,-1.02908299429577,0.0323953033386407,1.88366067551037e-221,-8,0.199280079796735,0.0911828905692942,0.479568891987987
hicp_yoy,-7,-0.924271631041717,0.0277674028580047,6.11301693438744e-243,-7,0.199280079796735,0.0911828905692942,0.479568891987987
hicp_yoy,-6,-1.07220278912535,0.0231395023872698,0,-6,0.199280079796735,0.0911828905692942,0.479568891987987
hicp_yoy,-5,-0.80817409581406,0.0185116018984861,0,-5,0.199280079796735,0.0911828905692942,0.479568891987987
hicp_yoy,-4,-0.739768795302943,0.0138837014228392,0,-4,0.199280079796735,0.0911828905692942,0.479568891987987
hicp_yoy,-3,-0.551334642684285,0.00925580094303688,0,-3,0.199280079796735,0.0911828905692942,0.479568891987987
hicp_yoy,-2,-0.0757441362717266,0.00462790045303774,3.29869073358598e-60,-2,0.199280079796735,0.0911828905692942,0.479568891987987
hicp_yoy,-1,0,0,1,-1,0.199280079796735,0.0911828905692942,0.479568891987987
hicp_yoy,0,0.500720265177236,0.00462790045322225,0,0,0.199280079796735,0.0911828905692942,0.479568891987987
hicp_yoy,1,0.508587904169901,0.00925580093401052,0,1,0.199280079796735,0.0911828905692942,0.479568891987987
hicp_yoy,2,0.35943538215354,0.0138837014270919,8.85424240978325e-148,2,0.199280079796735,0.0911828905692942,0.479568891987987
hicp_yoy,3,0.926281704884357,0.0185116019017449,0,3,0.199280079796735,0.0911828905692942,0.479568891987987
hicp_yoy,4,1.160005001006,0.0231395023849767,0,4,0.199280079796735,0.0911828905692942,0.479568891987987
hicp_yoy,5,1.39883521324285,0.0277674028622849,0,5,0.199280079796735,0.0911828905692942,0.479568891987987
hicp_yoy,6,1.28092170796323,0.0323953033414587,0,6,0.199280079796735,0.0911828905692942,0.479568891987987
hicp_yoy,7,0.645935976651526,0.0370232038187369,3.6414442153208e-68,7,0.199280079796735,0.0911828905692942,0.479568891987987
hicp_yoy,8,0.530146959164725,0.0416511042961273,4.11805998986486e-37,8,0.199280079796735,0.0911828905692942,0.479568891987987
hicp_yoy,9,0.0551663319108945,0.0462790047735664,0.233246348814629,9,0.199280079796735,0.0911828905692942,0.479568891987987
hicp_yoy,10,0.766130545635848,0.0509069052516252,3.47123417620675e-51,10,0.199280079796735,0.0911828905692942,0.479568891987987
hicp_yoy,11,0.507665941258222,0.0555348057321634,6.16482920037121e-20,11,0.199280079796735,0.0911828905692942,0.479568891987987
hicp_yoy,12,0.0815877959210146,0.0601627062089688,0.175061271799058,12,0.199280079796735,0.0911828905692942,0.479568891987987
hicp_yoy,Post_Tail,0.611351856467172,0.528868862406448,0.24769704976136,999,0.199280079796735,0.0911828905692942,0.479568891987987
unemp_rate,Pre_Tail,-0.647023146980152,0.346333030643283,0.061732678417942,-999,0.647158359990108,0.602220981309603,1.5185042478952e-07
unemp_rate,-12,0.777392637885018,0.0453689663319797,8.14948749615254e-66,-12,0.647158359990108,0.602220981309603,1.5185042478952e-07
unemp_rate,-11,0.861266034440924,0.0412445148481643,7.81316010678299e-97,-11,0.647158359990108,0.602220981309603,1.5185042478952e-07
unemp_rate,-10,0.745139430996825,0.0371200633616064,1.2515463375044e-89,-10,0.647158359990108,0.602220981309603,1.5185042478952e-07
unemp_rate,-9,0.329012827552729,0.0329956118780311,2.0331830224628e-23,-9,0.647158359990108,0.602220981309603,1.5185042478952e-07
unemp_rate,-8,0.712886224108632,0.0288711603936925,1.30404047990404e-134,-8,0.647158359990108,0.602220981309603,1.5185042478952e-07
unemp_rate,-7,0.696759620664538,0.0247467089101577,2.04369085420992e-174,-7,0.647158359990108,0.602220981309603,1.5185042478952e-07
unemp_rate,-6,0.48063301722044,0.0206222574223554,3.8074500154338e-120,-6,0.647158359990108,0.602220981309603,1.5185042478952e-07
unemp_rate,-5,0.764506413776342,0.0164978059462714,0,-5,0.647158359990108,0.602220981309603,1.5185042478952e-07
unemp_rate,-4,0.848379810332249,0.0123733544552439,0,-4,0.647158359990108,0.602220981309603,1.5185042478952e-07
unemp_rate,-3,0.432253206888152,0.00824890297554179,0,-3,0.647158359990108,0.602220981309603,1.5185042478952e-07
unemp_rate,-2,0.316126603444054,0.00412445150145856,0,-2,0.647158359990108,0.602220981309603,1.5185042478952e-07
unemp_rate,-1,0,0,1,-1,0.647158359990108,0.602220981309603,1.5185042478952e-07
unemp_rate,0,-0.0161266034441384,0.0041244514841319,9.2296293316019e-05,0,0.647158359990108,0.602220981309603,1.5185042478952e-07
unemp_rate,1,-0.132253206888237,0.00824890298437554,7.53783976036515e-58,1,0.647158359990108,0.602220981309603,1.5185042478952e-07
unemp_rate,2,0.0516201896676673,0.0123733544579562,3.02092479881633e-05,2,0.647158359990108,0.602220981309603,1.5185042478952e-07
